no,UCL,LCL,Center,Data,"Out of Limits","Run of 7"
83,"244.31420280076293","240.87128364368147","242.5927432222222","242.7791864",,
84,"244.31420280076293","240.87128364368147","242.5927432222222","243.91340799999998",,
85,"244.31420280076293","240.87128364368147","242.5927432222222","242.53804459999998",,
86,"244.31420280076293","240.87128364368147","242.5927432222222","242.72988139999998",,
87,"244.31420280076293","240.87128364368147","242.5927432222222","243.15228699999997",,
88,"244.31420280076293","240.87128364368147","242.5927432222222","243.2043556",,
89,"244.31420280076293","240.87128364368147","242.5927432222222","243.328352",,
90,"244.31420280076293","240.87128364368147","242.5927432222222","243.7550314",,
91,"244.31420280076293","240.87128364368147","242.5927432222222","241.4053072",,
92,"244.31420280076293","240.87128364368147","242.5927432222222","243.5286544",,
93,"244.31420280076293","240.87128364368147","242.5927432222222","242.36337000000003",,
94,"244.31420280076293","240.87128364368147","242.5927432222222","242.69633819999999",,
95,"244.31420280076293","240.87128364368147","242.5927432222222","243.4766352",,
96,"244.31420280076293","240.87128364368147","242.5927432222222","242.3602626",,
97,"244.31420280076293","240.87128364368147","242.5927432222222","242.49802119999998",,
98,"244.31420280076293","240.87128364368147","242.5927432222222","242.66634720000002",,
99,"244.31420280076293","240.87128364368147","242.5927432222222","242.1518118",,
100,"244.31420280076293","240.87128364368147","242.5927432222222","244.28908220000002",,
101,"244.31420280076293","240.87128364368147","242.5927432222222","243.79984819999999",,
102,"244.31420280076293","240.87128364368147","242.5927432222222","242.5652642",,
103,"244.31420280076293","240.87128364368147","242.5927432222222","243.6070226",,
104,"244.31420280076293","240.87128364368147","242.5927432222222","243.53627379999998",,
105,"244.31420280076293","240.87128364368147","242.5927432222222","243.3571746",,
106,"244.31420280076293","240.87128364368147","242.5927432222222","242.61430460000003",,
107,"244.31420280076293","240.87128364368147","242.5927432222222","242.2635682",,
108,"244.31420280076293","240.87128364368147","242.5927432222222","243.086803",,
109,"244.31420280076293","240.87128364368147","242.5927432222222","243.0101744",,
110,"244.31420280076293","240.87128364368147","242.5927432222222","243.2258238",,
111,"244.31420280076293","240.87128364368147","242.5927432222222","242.6449408",,
112,"244.31420280076293","240.87128364368147","242.5927432222222","242.65614799999997",,
113,"244.31420280076293","240.87128364368147","242.5927432222222","242.45893619999998",,
114,"244.31420280076293","240.87128364368147","242.5927432222222","242.3753006",,
115,"244.31420280076293","240.87128364368147","242.5927432222222","242.0953982",,
116,"244.31420280076293","240.87128364368147","242.5927432222222","242.78518200000002",,
117,"244.31420280076293","240.87128364368147","242.5927432222222","243.029718",,
118,"244.31420280076293","240.87128364368147","242.5927432222222","242.66620900000004",,
119,"244.31420280076293","240.87128364368147","242.5927432222222","243.067038",,
120,"244.31420280076293","240.87128364368147","242.5927432222222","241.84466300000003",,
121,"244.31420280076293","240.87128364368147","242.5927432222222","243.40756700000003",,
122,"244.31420280076293","240.87128364368147","242.5927432222222","242.6569824",,
123,"244.31420280076293","240.87128364368147","242.5927432222222","242.7150858",,
124,"244.31420280076293","240.87128364368147","242.5927432222222","243.3642176",,
125,"244.31420280076293","240.87128364368147","242.5927432222222","242.554724",,
126,"244.31420280076293","240.87128364368147","242.5927432222222","243.13933360000001",,
127,"244.31420280076293","240.87128364368147","242.5927432222222","242.63015000000001",,
128,"244.31420280076293","240.87128364368147","242.5927432222222","242.11611320000003",,
129,"244.31420280076293","240.87128364368147","242.5927432222222","242.5248192",,
130,"244.31420280076293","240.87128364368147","242.5927432222222","242.5350534",,
131,"244.31420280076293","240.87128364368147","242.5927432222222","243.55688300000003",,
132,"244.31420280076293","240.87128364368147","242.5927432222222","243.8473688",,
133,"244.31420280076293","240.87128364368147","242.5927432222222","242.77217060000004",,
134,"244.31420280076293","240.87128364368147","242.5927432222222","242.8894122",,
